avg_dwell_time,avg_flight_time,error_ratio
0.062230921,0.150787652,0
0.066882402,0.217971018,0
0.060632164,0.265749407,0
0.064540267,0.323614081,0
0.066692804,0.255570299,0
0.068380058,0.236088324,0
0.074884939,0.236212404,0
0.079226925,0.197983503,0
0.076105491,0.196967916,0
0.079547916,0.237941647,0
0.075759967,0.244795108,0
0.073678939,0.207058803,0
0.074675669,0.206178997,0
0.074786912,0.228340047,0
0.074452933,0.239328101,0
0.075064269,0.269381857,0
0.078983264,0.43855446,0
0.081238655,0.335905274,0
0.081562168,0.162654981,0
0.08082093,0.188252173,0
0.081498998,0.211336923,0
0.080768553,0.234789916,0
0.081804143,0.546447304,0
0.081176132,0.639449733,0
0.083909464,0.807012796,0
0.081121743,0.199420134,0
0.074675512,0.855285347,0
0.063326025,1.021517634,0
0.048640013,0.858747959,0
0.048640013,0.858747959,0
0.092013121,0.159958998,0
0.078230222,0.157563157,0
0.078888512,0.165153674,0
0.081719342,0.183246657,0
0.079070618,0.232586836,0
0.076278901,0.250804981,0
0.077983688,0.300743803,0
0.077899734,0.328552463,0
0.072889566,0.26334805,0
0.069405297,0.434397784,0
0.073174697,0.357968532,0
0.072696226,0.213521517,0
0.072262971,0.234392881,0
0.0712784,0.267887738,0
0.071493457,0.276547715,0
0.066763461,0.291454999,0
0.067914792,0.316353046,0
0.0680469,0.278297007,0
0.068852795,0.288111776,0
0.060191631,0.131904244,0
0.066403538,0.158243537,0
0.064220428,0.154686604,0
0.064385316,0.15921174,0
0.064385316,0.15921174,0
0.065859778,0.168744692,0
0.067319393,2.424119115,0.333333333
0.076293826,0.168970426,1
0.067998958,0.210113907,0.380952381
0.066836103,0.215170605,0.266666667
0.064968904,0.240157941,0.388888889
0.064772869,0.25522244,0.368421053
0.064640154,0.220980471,0.177777778
0.06597299,0.251405786,0.216216216
0.066006626,0.209072883,0.285714286
0.070657591,0.425315098,0.083333333
0.0778486,0.398786485,0
0.076821826,0.397660454,0
0.079638839,0.229902029,0
0.079638839,0.229902029,0
0.076856184,0.309465238,0
0.070344476,0.291093126,0
0.071348413,0.313130072,0
0.069197357,0.179780852,0
0.070200135,0.257099867,0
0.070709162,0.270671312,0
0.071647917,0.324323141,0
0.073069377,0.356344028,0
0.074996488,0.338016492,0
0.076324092,0.429769188,0
0.079826355,0.787355542,0
0.077195287,0.392073111,0
0.074511592,0.321884553,0
0.076730877,0.155819305,0
0.077428288,0.205012714,0
0.079954874,0.234940188,0
0.081522226,0.264396524,0
0.082665324,0.405479014,0
0.079959603,0.297866091,0
0.078833818,0.251957291,0
0.075399085,0.183437599,0
0.075109263,0.190990458,0
0.073703729,0.194536467,0
0.072112868,0.201321467,0
0.070615709,0.206411148,0
0.069423234,0.242739514,0
0.068503039,0.24211266,0
0.068767941,0.245993233,0
0.066544503,0.208552599,0
0.065627583,0.16776847,0
0.0658057,0.18178518,0
0.063198826,0.206707673,0
0.064019691,0.23256731,0
0.064396358,0.242291714,0
0.067148045,0.290006431,0
0.069530328,0.2679148,0
0.071746518,0.307338774,0
0.072842232,0.298436863,0
0.076317787,0.444397855,0
0.073615417,0.297256336,0
0.076432435,0.310032981,0
0.076476114,0.342358095,0
0.071541561,0.235542297,0
0.07019084,0.233272707,0
0.067998951,0.285811543,0
0.060377884,0.44217017,0
0.062902212,0.353209836,0
0.071283754,0.326160924,0
0.074044077,0.185990785,0
0.073132654,0.182597627,0
0.075397677,0.187687003,0
0.079368448,0.196819842,0
0.077968132,0.196105555,0
0.080627188,0.265077225,0
0.082678541,0.348279817,0
0.078015598,0.324150276,0
0.071586549,0.364146471,0
0.072570464,0.280106334,0
0.070772512,0.2409042,0
0.064589083,0.198663364,0
0.065790335,0.21374696,0
0.066925138,0.20016663,0
0.064141655,0.267751654,0
0.060447727,0.231684106,0
0.066370952,0.23209814,0
0.065372425,0.269617305,0
0.065191734,0.213830507,0
0.066298723,0.212604056,0
0.068712577,0.210352224,0
0.070211573,0.172332774,0
0.070095,0.175547205,0
0.068203041,0.177948387,0
0.06631972,0.165800621,0
0.066192696,0.169925918,0
0.063641026,0.242835438,0
0.065669423,0.231092048,0
0.06611979,0.245595694,0
0.066271138,0.256003279,0
0.064085275,0.185573733,0
0.065916644,0.177851915,0
0.06447007,0.173849362,0
0.065803077,0.181401889,0
0.066649181,0.181395849,0
0.069015824,0.179085634,0
0.067258433,0.237988843,0
0.06657032,0.255337552,0
0.066750765,0.285385076,0
0.067495227,0.225613889,0
0.067667256,0.208154181,0
0.06793039,0.176668613,0
0.069265679,0.264565719,0
0.06849964,0.269289998,0
0.06704876,0.298108071,0
0.065872855,0.289885591,0
0.065137174,0.20605968,0
0.066384893,0.269718462,0
0.067290202,0.251811059,0
0.068107822,0.285929346,0
0.074734986,1.47330753,0
0.064249822,0.197308381,0
0.067184776,0.305131333,0
0.066557384,0.341325839,0
0.068399445,0.302822948,0
0.068206344,0.350868991,0
0.067069149,0.29130028,0
0.065593413,0.320965631,0
0.064733203,0.318287339,0
0.065647125,0.346797262,0
0.068759475,0.325521524,0
0.073523309,0.297617853,0
